城市,名字,评分,户型,出租类型,可住几人,价格,图片地址
shanghai,内环东外滩12号18号江浦公园地铁站200米2房2厅2卫,5.0,2室,整租,宜住4人,￥270,//pics.muniao.com//UploadFiles/thumb/image/20180426/2bef56cd5ac6423c90345b55c232973b20180426130544403.jpg_414_262.jpg
shanghai,*绿苑*华山华东医院江苏路地铁站---单间,"
                                        4.8
                                    ",10室,单间出租,宜住2人,￥118,//pics.muniao.com//UploadFiles/root/room/116889/thumb/fe24beaec38140b8bd4158359771705c.jpg_414_262.jpg
shanghai,陆家嘴黄金地段 北欧风格 一居室,"
                                        4.7
                                    ",1室,整租,宜住2人,￥288,//pics.muniao.com//UploadFiles/root/thumb/230221/fd9bc493f14c484d9e48dec511396bdc.jpg_414_262.jpg
shanghai,6133淮海路*私人影院*地铁3分钟*行李寄,"
                                        4.9
                                    ",1室,整租,宜住2人,￥398,//pics.muniao.com//UploadFiles/root/room/96349/thumb/962b8eeb330a4fab822459d7710812e7.jpg_414_262.jpg
shanghai,妙境A-迪斯尼双人房2号线川沙浦东机场4站RoomPudong airport 15 minutes,"
                                        5.0
                                    ",1室,整租,宜住2人,￥1388,//pics.muniao.com//UploadFiles/thumb/image/20180726/fcb9f29658ef4ddf9b7878457831f47420180726112601695.jpg_414_262.jpg
shanghai,华山医院华东医院江苏路地铁站-单间,"
                                        5.0
                                    ",2室,单间出租,宜住2人,￥138,//pics.muniao.com//UploadFiles/root/room/202027/thumb/637aecc253054c6999a02a479accdebf.jpg_414_262.jpg
shanghai,百年优秀小区懿园独立loft套房近地铁,"
                                        5.0
                                    ",1室,整租,宜住2人,￥537,//pics.muniao.com//UploadFiles/root/room/146556/thumb/6fafa8e1a8e341e597d900690f46984e.jpg_414_262.jpg
shanghai,地铁9号线泗泾站3号出口精致装修带空调舒适大床,"
                                        4.7
                                    ",4室,单间出租,宜住2人,￥89,//pics.muniao.com//UploadFiles/root/room/138951/thumb/138db5c8680d4ea5a08f651d5e5f570a.jpg_414_262.jpg
shanghai,朱家角度假区附近 街景大床房  ,"
                                        5.0
                                    ",1室,整租,宜住2人,￥348,//pics.muniao.com//UploadFiles/root/room/87406/thumb/bfbeed68b4424ce9af1b19384151b733.jpg_414_262.jpg
shanghai,松江大学城 欢乐谷 地铁9号线 泗泾公寓单间,"
                                        4.7
                                    ",3室,单间出租,宜住2人,￥89,//pics.muniao.com//UploadFiles/root/room/16867/thumb/120f5dffb32e4047b9f1fcfc8f90a1c1.jpg_414_262.jpg
shanghai,金山万达新公馆榻榻米简约时尚两居,"
                                        5.0
                                    ",2室,整租,宜住3人,￥308,//pics.muniao.com//UploadFiles/root/room/222314/thumb/aa68e16c9ee141ecb8fca76be4f54cb4.jpg_414_262.jpg
shanghai,陆家嘴黄金地段 北欧风格 精致装修一居,"
                                        5.0
                                    ",1室,整租,宜住2人,￥260,//pics.muniao.com//UploadFiles/thumb/image/20180601/8d39993fc6794005b03527fec588607020180601165003937.jpg_414_262.jpg
shanghai,近松江大学城 地铁站 泰晤士小镇  广富林遗址 别墅二居室,"
                                        5.0
                                    ",2室,整租,宜住4人,￥508,//pics.muniao.com//UploadFiles/thumb/image/20180510/d516a21cbb9c42d98e635b0721960f9120180510143332229.jpg_414_262.jpg
shanghai,免费接送迪士尼乐园/含早/DSN一间一舍时尚豪华大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥527,//pics.muniao.com//UploadFiles/thumb/image/20181030/5e08b9252ca54913a9b2280ae91a3e7220181030070449661.jpg_414_262.jpg
shanghai,碧海金沙奉贤海湾大学区5室5厅6床绿地香颂别墅轰趴-海语小墅壹号,"
                                        5.0
                                    ",5室,整租,宜住12人,￥1580,//pics.muniao.com//UploadFiles/thumb/image/20180424/56c1eeeb8b064fc7998801c8ac16183120180424170940729.jpg_414_262.jpg
shanghai,地铁口100米/免费停车/车位充足/超大复式两房一厅/可做饭/带宠物/高性价比,"
                                        5.0
                                    ",2室,整租,宜住4人,￥338,//pics.muniao.com//UploadFiles/thumb/image/20180420/1c287fd4d6454cd9881408ce7e44e75b20180420004949108.jpg_414_262.jpg
shanghai,淮海路新式里弄明亮一居套房近地铁,"
                                        4.9
                                    ",1室,整租,宜住2人,￥457,//pics.muniao.com//UploadFiles/root/room/146524/thumb/ac958b361a824bacaaad2edc28ffd6e5.jpg_414_262.jpg
shanghai,海昌海洋 滴水湖 海事大学边【嬉皮】高品质投影双床套房，近滴水湖、航的舒适大床房,"
                                        4.9
                                    ",1室,整租,宜住2人,￥398,//pics.muniao.com//UploadFiles/root/thumb/210902/6dc3446339a24a0b9f513eda89062a15.JPG_414_262.JPG
shanghai,七宝老街虹桥机场儿童医院国际博览中心3房,"
                                        5.0
                                    ",3室,整租,宜住6人,￥5000,//pics.muniao.com//UploadFiles/thumb/image/20181107/c00e9ea0f8c84b169dc2d57c73d695a820181107103155176.jpg_414_262.jpg
shanghai,迪士尼乐园/质子重离子医院/国际医学中心-复式温馨套房,"
                                        4.6
                                    ",2室,整租,宜住4人,￥499,//pics.muniao.com//UploadFiles/thumb/image/20181101/0eb61906ab2646d4b8cd2b0ad90c4d9720181101143731885.jpg_414_262.jpg
shanghai,【无限阳光】双床4人+独立櫉房 新华医院2分钟地铁8号线50米20分钟直达人民广,"
                                        5.0
                                    ",1室,整租,宜住2人,￥515,//pics.muniao.com//UploadFiles/root/room/251948/thumb/33ca37b36adf4db5b2e06d6ae47fee1e.jpg_414_262.jpg
shanghai,艾聚会别墅轰趴海湾碧海金沙馆,"
                                        5.0
                                    ",4室,整租,宜住20人,￥2880,//pics.muniao.com//UploadFiles/thumb/image/20181005/49857d961c284783ab0638909b6c1c3c20181005174647257.jpg_414_262.jpg
shanghai,石岛路虹宝苑内美宿五房,"
                                        5.0
                                    ",5室,整租,宜住10人,￥1388,//pics.muniao.com//UploadFiles/thumb/image/20180929/70f9756416ab470cb42a5677ad2f832e20180929112255405.jpg_414_262.jpg
shanghai,【静庐】十里洋场之养心静谷一居,"
                                        4.9
                                    ",1室,整租,宜住2人,￥358,//pics.muniao.com//UploadFiles/thumb/image/20180828/5fbbce1e231b4b2ea23d427fd67ca0ec20180828153048817.jpg_414_262.jpg
shanghai,崇明紫海鹭缘民宿东平公园别墅轰趴2馆,"
                                        5.0
                                    ",12室,整租,宜住24人,￥2900,//pics.muniao.com//UploadFiles/thumb/image/20180823/993f864ff7e0471d9c1e8e73ca8a6f0020180823093015790.jpg_414_262.jpg
shanghai,【Rs-小魔头】与Prada荣宅为邻的南京西路花园公寓整套房源,"
                                        4.9
                                    ",1室,整租,宜住2人,￥319,//pics.muniao.com//UploadFiles/thumb/image/20181129/b0ec282e2c0c47e8a776835cb20f494a20181129014552389.jpg_414_262.jpg
shanghai,九里香民宿 4房3卫 尽享整个空间完全私密适合朋友聚会,"
                                        5.0
                                    ",4室,整租,宜住8人,￥1333,//pics.muniao.com//UploadFiles/thumb/image/20180604/3a68ba8d24d346d0a4216a9fbd842de520180604172621443.jpg_414_262.jpg
shanghai,上海迪士尼度假区一室元青标准房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥538,//pics.muniao.com//UploadFiles/root/room/174154/thumb/9e3cc688cfe240dda44db7b4c5352d0d.jpg_414_262.jpg
shanghai,上海迪士尼度假区一室银朱家庭房,"
                                        4.9
                                    ",1室,整租,宜住3人,￥568,//pics.muniao.com//UploadFiles/root/room/174146/thumb/04fed4e71b0842ea97f4d84b0b6caa2b.jpg_414_262.jpg
shanghai,上海迪士尼度假区一室黛蓝家庭房,"
                                        5.0
                                    ",1室,整租,宜住3人,￥568,//pics.muniao.com//UploadFiles/root/room/174137/thumb/64fcf1a2be3d4e4fbffb488e11c54f40.jpg_414_262.jpg
shanghai,人民广场新天地外滩豫园单间独卫独书房,"
                                        5.0
                                    ",3室,单间出租,宜住2人,￥549,//pics.muniao.com//UploadFiles/root/room/72259/thumb/09ee48b7c30b45cba5df63acc69d268f.jpg_414_262.jpg
shanghai,北外滩·智慧树I双床投影房~双地铁8/18号线江浦路站50米20分/新华医院对,"
                                        4.9
                                    ",1室,整租,宜住4人,￥530,//pics.muniao.com//UploadFiles/root/room/215672/thumb/68c4a25216ae4a85badd35599d037755.jpeg_414_262.jpeg
shanghai,3/4/7号线镇坪路地铁站 舒适单人房 独立卫浴,"
                                        4.8
                                    ",1室,整租,宜住1人,￥148,//pics.muniao.com//UploadFiles/root/room/88933/thumb/54ead20f4da9440e94cd2ccf2291d0c1.jpg_414_262.jpg
shanghai,浦东万达公寓舒心投影仪大床房 离地铁18号线周浦站2号口100米,"
                                        5.0
                                    ",1室,整租,宜住2人,￥258,//pics.muniao.com//UploadFiles/root/room/77750/thumb/1b499ff0d354427f9c921a6e9471d3d9.jpg_414_262.jpg
shanghai,江桥老街附近.曹安公路温馨一室户,"
                                        5.0
                                    ",1室,整租,宜住2人,￥198,//pics.muniao.com//UploadFiles/thumb/image/20180615/664cfbe385154d008179d32d68219d6e20180615182353691.jpg_414_262.jpg
shanghai,上海迪士尼六室别墅,"
                                        5.0
                                    ",6室,整租,宜住15人,￥4588,//pics.muniao.com//UploadFiles/root/room/174160/thumb/65d08c02e552413fbf44337be9a5f42f.jpg_414_262.jpg
shanghai,毗邻虹桥机场 国家会展中心 七宝古镇高档大床房,"
                                        4.8
                                    ",1室,整租,宜住2人,￥96,//pics.muniao.com//UploadFiles/root/room/86578/thumb/2c61f6a7f43848b7bc2b9a7de97a3709.jpg_414_262.jpg
shanghai,妙妙屋新场古镇清新风迪士尼单间,5.0,7室,单间出租,宜住2人,￥380,//pics.muniao.com//UploadFiles/thumb/image/20181029/bf6a04b8052940b6a14ac1c53a7c9c7320181029142854888.jpg_414_262.jpg
shanghai,淮海中路洋房Loft楼下单间,"
                                        5.0
                                    ",2室,单间出租,宜住1人,￥118,//pics.muniao.com//UploadFiles/root/room/149522/thumb/56e27f1b024648998b74cba9383496d3.jpg_414_262.jpg
shanghai,轻奢欧式家庭房/乐园免费接送/三早,"
                                        4.9
                                    ",1室,整租,宜住3人,￥649,//pics.muniao.com//UploadFiles/thumb/image/20181030/c11297f585314fffa2de9fc436d0886f20181030090723414.jpg_414_262.jpg
shanghai,DSN一间一舍简约舒适家庭房接送含早,"
                                        5.0
                                    ",1室,整租,宜住3人,￥649,//pics.muniao.com//UploadFiles/thumb/image/20181030/1c3c243c3d284afb8db2080b49c2e28120181030090040144.jpg_414_262.jpg
shanghai,免费接送迪士尼乐园早/一间一舍简约时尚家庭房,"
                                        4.8
                                    ",1室,整租,宜住3人,￥573,//pics.muniao.com//UploadFiles/thumb/image/20181030/db61672ebb5b431fb4dde8e9055a73b120181030083137062.jpg_414_262.jpg
shanghai,DSN一间一舍地中海双人房免费接送及早餐,"
                                        5.0
                                    ",1室,整租,宜住2人,￥428,//pics.muniao.com//UploadFiles/thumb/image/20181205/6ba6763d74bd44a7afe5f43b7c052cc620181205210332085.jpg_414_262.jpg
shanghai,上海迪士尼免费接送含双早/一间一舍时尚简约双人房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥428,//pics.muniao.com//UploadFiles/thumb/image/20181205/95ca296840f24a8ebe937c6e5833235f20181205213932429.jpg_414_262.jpg
shanghai,崇明岛陈家镇风情两房（一）,"
                                        5.0
                                    ",2室,整租,宜住4人,￥398,//pics.muniao.com//UploadFiles/thumb/image/20180830/58623dcc67944414875b8e53427c959320180830152047055.jpg_414_262.jpg
shanghai,9号地铁泗泾站附近，可做饭，近欢乐谷泰晤士小镇景点，虹桥枢纽半小时到达,"
                                        4.8
                                    ",1室,整租,宜住2人,￥238,//pics.muniao.com//UploadFiles/thumb/image/20180803/99f13a159cc947628f1fcbb4507c988420180803181751879.jpg_414_262.jpg
shanghai,上海两室一厅/11号线地铁/直达市中心,"
                                        5.0
                                    ",2室,整租,宜住4人,￥494,//pics.muniao.com//UploadFiles/thumb/image/20180723/610cd3458eb04f45846e8f00580e0bf720180723180753236.jpg_414_262.jpg
shanghai,上海迪士尼度假区一室枝黄大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥568,//pics.muniao.com//UploadFiles/root/room/174151/thumb/096e68ba6bf241569ba195e44f8c6496.jpg_414_262.jpg
shanghai,亚新生活购物广场、长寿公园、玉佛寺一室,"
                                        5.0
                                    ",1室,整租,宜住2人,￥318,//pics.muniao.com//UploadFiles/thumb/image/20180403/f7e3dda5cc9e414b92d45c895ec37e5d20180403144835733.jpg_414_262.jpg
shanghai,己舍 上居精品民宿 星空圆床房,"
                                        5.0
                                    ",6室,单间出租,宜住2人,￥780,//pics.muniao.com//UploadFiles/root/room/115083/thumb/c43f66cadcd541629271a349efc1a260.jpg_414_262.jpg
shanghai,己舍 上居精品民宿  花园大床房,"
                                        5.0
                                    ",6室,单间出租,宜住2人,￥880,//pics.muniao.com//UploadFiles/root/room/115082/thumb/c07220457d194d4a87c0f4c117a5f50e.jpg_414_262.jpg
shanghai,地铁2号线 迪士尼 复式套房,"
                                        5.0
                                    ",6室,单间出租,宜住2人,￥980,//pics.muniao.com//UploadFiles/root/room/114802/thumb/4eb7faa612754bc08936ead564afdb03.jpg_414_262.jpg
shanghai,己舍 上居精品民宿   阳光大床房,"
                                        5.0
                                    ",6室,单间出租,宜住2人,￥780,//pics.muniao.com//UploadFiles/root/room/114779/thumb/a9d53bd7104f47ff8cf0fd70a188ff0d.jpg_414_262.jpg
shanghai,维尼小熊主题亲子家庭房双床大床房,"
                                        5.0
                                    ",1室,整租,宜住4人,￥458,//pics.muniao.com//UploadFiles/root/room/92772/thumb/03b14586a1e74182b79994020ac97c09.jpg_414_262.jpg
shanghai,MICKEY米奇主题亲子家庭房双床大床,"
                                        5.0
                                    ",1室,整租,宜住4人,￥458,//pics.muniao.com//UploadFiles/root/room/92770/thumb/afd738ec1d974f76a632d83f70cb6e60.jpg_414_262.jpg
shanghai,好来屋HOME旅舍 HelloKitty 大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥398,//pics.muniao.com//UploadFiles/root/room/88085/thumb/50eb49319d1f427199580ebf6f122aee.jpg_414_262.jpg
shanghai,浦东万达广场一房一厅,"
                                        5.0
                                    ",1室,整租,宜住2人,￥334,//pics.muniao.com//UploadFiles/root/room/77754/thumb/77f431dd44a048f2a4e7d99386a96f40.jpg_414_262.jpg
shanghai,免费接送迪士尼含早/简、醇时尚简约大床房/地铁2直达外滩东方明珠陆家嘴,"
                                        5.0
                                    ",1室,整租,宜住2人,￥338,//pics.muniao.com//UploadFiles/root/room/76538/thumb/a1517dec031546cf9db1f694128ac61c.jpg_414_262.jpg
shanghai,静守时光/简约ins风/接送乐园含双早/代买门票/临近野生动物园,"
                                        5.0
                                    ",1室,整租,宜住2人,￥488,//pics.muniao.com//UploadFiles/root/room/76529/thumb/fc3e3db88939424e8c712aa981d5c2d8.jpg_414_262.jpg
shanghai,南京路/外滩/静安寺/城隍庙/人民广场,"
                                        5.0
                                    ",2室,整租,宜住4人,￥650,//pics.muniao.com//UploadFiles/root/room/259079/thumb/5e6f2d0790e24c0881087a74e5559146.jpg_414_262.jpg
shanghai,野生动物园独栋别墅单间出租,"
                                        4.8
                                    ",2室,单间出租,宜住2人,￥108,//pics.muniao.com//UploadFiles/root/room/168428/thumb/95e4db06e0b54e10b744242bc22153ca.jpg_414_262.jpg
shanghai,莘庄露台小巢 仲盛商场购物零距离 地铁300米,"
                                        5.0
                                    ",1室,整租,宜住2人,￥399,//pics.muniao.com//UploadFiles/root/room/135693/thumb/d018ef344a7144cca288ffacf755a6eb.jpg_414_262.jpg
shanghai,迪斯尼地铁五分钟车程双床房,5.0,1室,整租,宜住2人,￥408,//pics.muniao.com//UploadFiles/root/room/266187/thumb/57062e14045c411fb6a7c7eb0c91e3ec.jpg_414_262.jpg
shanghai,毗邻上海迪士尼/整租聚会团建轰趴/娱乐设施丰富/公共区域大,5.0,12室,整租,宜住24人,￥5098,//pics.muniao.com//UploadFiles/thumb/image/20181030/dc799324803f4949bd66da4b859554c320181030080521206.jpg_414_262.jpg
shanghai,网红店★热门豪装.摄影基地打卡点★泰晤士小镇/欢乐谷/松江大学城/舒适乳胶垫,"
                                        5.0
                                    ",4室,整租,宜住7人,￥1699,//pics.muniao.com//UploadFiles/root/room/237407/thumb/a4a47e4a4b924c778aed91c2b68b1e5a.jpeg_414_262.jpeg
shanghai,迪士尼野生动物园附近可做饭两室一厅,5.0,2室,整租,宜住4人,￥388,//pics.muniao.com//UploadFiles/thumb/image/20180803/c6c823556a374031abd18715e72bb74b20180803224658641.jpg_414_262.jpg
shanghai,9号线泗泾近佘山 欢乐谷 月湖 玛雅水上公园,5.0,1室,整租,宜住2人,￥268,//pics.muniao.com//UploadFiles/thumb/image/20180518/7922958fe3d0422d9c2651e96ac1c92d20180518194515694.jpg_414_262.jpg
shanghai,地铁2站直达迪士尼乐园/新国际博览中心_现代风家庭温馨三居,"
                                        5.0
                                    ",3室,整租,宜住6人,￥788,//pics.muniao.com//UploadFiles/thumb/image/20180717/df976352a2ed4515adf93d7d5cb4e72120180717005104985.jpg_414_262.jpg
shanghai,上海城投资产管理中心旁外高桥欧式别墅,5.0,3室,整租,宜住10人,￥12000,//pics.muniao.com//UploadFiles/root/room/170274/thumb/0c140c3ac2b84ceb83c3b9a354d32524.jpg_414_262.jpg
shanghai,"上海大学美式乡村2房loft,绘画音乐",5.0,2室,整租,宜住3人,￥388,//pics.muniao.com//UploadFiles/root/room/169548/thumb/af7e6f7a3826457ebee50e70fea13c28.jpg_414_262.jpg
shanghai,近浦东国际机场 迪斯尼双床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥238,//pics.muniao.com//UploadFiles/root/room/165740/thumb/101f1cce0c0d466ab898014ae9e300db.jpg_414_262.jpg
shanghai,金玉兰广场日月光寓居一室一厅一厨一卫,5.0,1室,整租,宜住2人,￥799,//pics.muniao.com//UploadFiles/root/room/160402/thumb/f4abbc8d8cfa4ba1a889eb08481a24d4.jpg_414_262.jpg
shanghai,上海嘉定友好家庭八居室 可住16人,"
                                        5.0
                                    ",8室,整租,宜住16人,￥997,//pics.muniao.com//UploadFiles/thumb/image/20171229/c921ab0c27364af8a326e63eed9bf73120171229142650813.jpg_414_262.jpg
shanghai,双地铁，近南京西路、静安的工业风一居,"
                                        5.0
                                    ",1室,整租,宜住2人,￥378,//pics.muniao.com//UploadFiles/root/room/146657/thumb/867065b8de7b4d0eb6d5f867200a5e4d.jpg_414_262.jpg
shanghai,江宁路地铁站、近静安、火车站的日式榻榻米小屋,"
                                        5.0
                                    ",1室,整租,宜住2人,￥538,//pics.muniao.com//UploadFiles/root/room/146654/thumb/f089574bf9b54caa8f822bd63a8955f2.jpg_414_262.jpg
shanghai,莘庄河景房/温馨洁净2居室/5智能电视/智能门锁/配套齐全楼层好/可长租,"
                                        5.0
                                    ",2室,整租,宜住4人,￥288,//pics.muniao.com//UploadFiles/root/room/110343/thumb/bdac9263c46449489ac9d06bb39aca51.jpg_414_262.jpg
shanghai,一居美居莘浜路 公园环绕/繁华热闹,"
                                        5.0
                                    ",1室,整租,宜住2人,￥268,//pics.muniao.com//UploadFiles/root/room/106430/thumb/4f922c746a6347a9bdb683e19c78ad58.jpg_414_262.jpg
shanghai,同济大学四平路CBD商圈双地铁8号线和10号线豪华大一房,"
                                        4.8
                                    ",1室,整租,宜住2人,￥456,//pics.muniao.com//UploadFiles/root/room/276728/thumb/d35aa09d50634c06a5d6f1addd27dddd.jpg_414_262.jpg
shanghai,东安路地铁口旁肿瘤/中山医院安静一室一厅,"
                                        4.6
                                    ",1室,整租,宜住4人,￥438,//pics.muniao.com//UploadFiles/root/room/269721/thumb/28113a7cf8ce4039ac602eda3c4d9ba9.jpg_414_262.jpg
shanghai,【亭轩阁】迪斯尼静谧亲子房双床,5.0,1室,整租,宜住3人,￥418,//pics.muniao.com//UploadFiles/thumb/image/20181201/719e5e6e656546c39a9d3a977c6c1b7b20181201221554257.jpg_414_262.jpg
shanghai,崇明岛陈家镇风情两房（三）,"
                                        5.0
                                    ",2室,整租,宜住4人,￥398,//pics.muniao.com//UploadFiles/thumb/image/20181024/1af193339a0643d6adeaf4ea1afec0b320181024083325530.jpg_414_262.jpg
shanghai,崇明岛陈家镇风情两房（二）,"
                                        5.0
                                    ",2室,整租,宜住4人,￥398,//pics.muniao.com//UploadFiles/thumb/image/20181024/455785ad687e4b999f0201cfff4cb3e220181024083126848.jpg_414_262.jpg
shanghai,593百年淮海路/闹中取静/家庭影院套房,"
                                        4.1
                                    ",2室,整租,宜住4人,￥686,//pics.muniao.com//UploadFiles/thumb/image/20181019/198c30e1aff849c4b65e891bd7d6da1420181019152028835.jpg_414_262.jpg
shanghai,上海施家湾欧式精装公寓悦达南郊华都,"
                                        5.0
                                    ",2室,整租,宜住4人,￥258,//pics.muniao.com//UploadFiles/thumb/image/20181019/d1e9679429ab4b0fa0fd5c9b1da8165220181019110743817.jpg_414_262.jpg
shanghai,南站植物园景观两床 榻榻米客厅 独享复式房整层,"
                                        5.0
                                    ",1室,整租,宜住2人,￥333,//pics.muniao.com//UploadFiles/thumb/image/20181015/5c199edfedb54c74b47a0176ab79b3b320181015064553195.jpg_414_262.jpg
shanghai,地铁13号/7号线，近南京西路、静安寺、火车站中式公寓,"
                                        5.0
                                    ",1室,整租,宜住2人,￥500,//pics.muniao.com//UploadFiles/thumb/image/20181010/24a2859676ec4bc79ffbaee2e298d2b220181010112807709.jpg_414_262.jpg
shanghai,永欣高端新国际博览中心第一妇婴医院迪士尼乐园 陆家嘴 地铁7、11、13号线,5.0,1室,整租,宜住2人,￥298,//pics.muniao.com//UploadFiles/thumb/image/20181009/4638addacceb4461998ceebec961399520181009160045977.jpg_414_262.jpg
shanghai,【永欣高端 】新国际博览第一妇婴医院迪士尼乐园地铁7、11、13号线外滩城隍庙,"
                                        5.0
                                    ",1室,整租,宜住2人,￥288,//pics.muniao.com//UploadFiles/thumb/image/20181008/7a900cdd8a0141baa41de3f2aa6fb7b520181008204209172.jpg_414_262.jpg
shanghai,崇明岛禅修私家庭院-休闲时光-可做饭<农家乐,5.0,2室,整租,宜住5人,￥580,//pics.muniao.com//UploadFiles/thumb/image/20190507/3a48d08740f5406eb9a06cbab7729d9e20190507002806245.jpg_414_262.jpg
shanghai,DSN一间一舍时尚简约大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥527,//pics.muniao.com//UploadFiles/thumb/image/20181205/50b9163e4601422a98fb3b3dc611ce1e20181205210956757.jpg_414_262.jpg
shanghai,《独风雅》斜土路/东安路地铁口斜对面两房两厅,"
                                        4.9
                                    ",2室,整租,宜住4人,￥599,//pics.muniao.com//UploadFiles/thumb/image/20180911/703344c05fc64b0d9cbd8c9e208821ab20180911172139014.jpg_414_262.jpg
shanghai,周浦地铁口简约LoftDSN动物园③滴水湖④新国际,5.0,1室,整租,宜住4人,￥368,//pics.muniao.com//UploadFiles/thumb/image/20180904/288289e660d444eab553b01becceada620180904171018638.jpg_414_262.jpg
shanghai,龙华医院/南洋模范中学/肿瘤医院隔壁#精装两房#,"
                                        4.9
                                    ",2室,整租,宜住5人,￥550,//pics.muniao.com//UploadFiles/thumb/image/20180930/0ee47f43a99345c1b85c9d3ab4cc8b4620180930220353200.jpg_414_262.jpg
shanghai,自动麻将机/投影/东方明珠/夜观上海之巅无死角夜景/电梯,"
                                        5.0
                                    ",3室,整租,宜住6人,￥1099,//pics.muniao.com//UploadFiles/root/room/215869/thumb/32cd2352824d42d1ae1ea169fdebcc05.jpg_414_262.jpg
shanghai,靠近秀沿路地铁站 三室一厅一卫一厨,"
                                        5.0
                                    ",3室,整租,宜住10人,￥585,//pics.muniao.com//UploadFiles/thumb/image/20180703/aa05530bb51842afb21554a987e3f1ac20180703234756426.jpg_414_262.jpg
shanghai,近虹桥欢乐谷佘山七宝花园洋房，可做饭，小区人工岛能垂钓,5.0,3室,单间出租,宜住2人,￥240,//pics.muniao.com//UploadFiles/thumb/image/20180623/d827a84fa51c4691a2c205786e78856620180623172357328.jpg_414_262.jpg
shanghai,张江高科 离国展中心，汤臣豪园舒适单间房最晚时间接待房客23点。,"
                                        5.0
                                    ",5室,单间出租,宜住2人,￥320,//pics.muniao.com//UploadFiles/thumb/image/20180622/2a5a7e914ae54eb8ac4d4b733f20de7620180622090631542.jpg_414_262.jpg
shanghai,地铁房*2站到迪士尼*正规一居室套房，地铁到机场，南京路，外滩，陆家嘴,"
                                        5.0
                                    ",1室,整租,宜住3人,￥428,//pics.muniao.com//UploadFiles/thumb/image/20180617/ad7e587bbc8c4999bc8237f281de675720180617134735537.jpg_414_262.jpg
shanghai,碧海金沙海上皇宫夏梦别墅,"
                                        5.0
                                    ",7室,整租,宜住20人,￥3880,//pics.muniao.com//UploadFiles/thumb/image/20180815/d7f67b0ed95c4600b1c0da4dd3a5ff0120180815094759281.jpg_414_262.jpg
shanghai,环贸iapm购物中心长乐路带尖顶loft,5.0,1室,整租,宜住4人,￥698,//pics.muniao.com//UploadFiles/thumb/image/20180613/13ae41723a314b1e8fc3b792da0ce62520180613010519068.jpg_414_262.jpg
shanghai,地铁嘉善路中山医院-单间独卫,"
                                        5.0
                                    ",2室,单间出租,宜住2人,￥120,//pics.muniao.com//UploadFiles/thumb/image/20190125/778cee67c54d4862b91533d6848d48af20190125155301036.jpg_414_262.jpg
shanghai,迪斯尼附近一梵简美复式洋房大床房,5.0,4室,单间出租,宜住2人,￥788,//pics.muniao.com//UploadFiles/thumb/image/20180528/ab57b59cd32e410fb71481908f6423a120180528182047062.jpg_414_262.jpg
shanghai,澜舍-别墅·4居室套房/近浦东机场、川沙地铁站/迪士尼免费接送,"
                                        5.0
                                    ",4室,整租,宜住8人,￥980,//pics.muniao.com//UploadFiles/root/room/195792/thumb/204acc7cd25d4f6baa0da65147bc077b.jpg_414_262.jpg
shanghai,长乐路一居室洋房淮海路*静安寺*外滩,5.0,1室,整租,宜住3人,￥698,//pics.muniao.com//UploadFiles/root/room/181167/thumb/8fbedf23bc474674bb9537085563421a.jpg_414_262.jpg
shanghai,淮海路里弄特色一房一厅近地铁,"
                                        5.0
                                    ",1室,整租,宜住2人,￥596,//pics.muniao.com//UploadFiles/root/room/181136/thumb/3aeba9c45e6a41cfb3f03c1e3aedf29f.jpg_414_262.jpg
shanghai,东平森林公园附近欧式花园独栋别墅,5.0,7室,整租,宜住16人,￥2500,//pics.muniao.com//UploadFiles/root/room/177316/thumb/acb0bdfedc9642a9b583d066c300fa9e.jpg_414_262.jpg
shanghai,"""丽苑""九院瑞金医院红房子医院-家庭房两居","
                                        5.0
                                    ",1室,整租,宜住3人,￥228,//pics.muniao.com//UploadFiles/root/room/176556/thumb/9d2f5c815b164ca986fe41dbabc58761.jpg_414_262.jpg
shanghai,北欧风投影巨幕龙阳路地铁站新国际博览中心2.7.16线外滩田子坊人民广场迪士尼,"
                                        4.3
                                    ",3室,整租,宜住7人,￥1299,//pics.muniao.com//UploadFiles/root/room/176016/thumb/8cfc36388a274df19a97b272ab25f4fe.jpeg_414_262.jpeg
shanghai,清新小雏菊家庭房，近迪士尼（乐园免费接送）,"
                                        5.0
                                    ",1室,整租,宜住3人,￥298,//pics.muniao.com//UploadFiles/root/room/169531/thumb/939505a81acd44e5b4e939bf5b63f911.jpg_414_262.jpg
shanghai,炫酷蜘蛛侠亲子房，近迪士尼（乐园免费接送）,5.0,1室,整租,宜住3人,￥298,//pics.muniao.com//UploadFiles/root/room/169529/thumb/e48c4b08db7948b5904610938bffdace.jpg_414_262.jpg
shanghai,桃之源-迪士尼灵感街浦东桃之源 8居室,5.0,8室,整租,宜住20人,￥2299,//pics.muniao.com//UploadFiles/root/room/163137/thumb/44c448aae2e04ae4adc7cfa6216c43ba.jpg_414_262.jpg
